顧客番号,契約年月日,年齢,性別,出身地,購入年月日,購買金額
C0466,20210624,41,1,近畿,20250603,11076.0
C0243,20210702,42,2,中部,20250801,10376.0
C1514,20220120,51,1,近畿,20250328,31039.0
C1785,20200811,34,1,北海道,20250118,38442.0
C1245,20240422,79,1,近畿,20250710,392.0
C0473,20211029,25,1,近畿,20251104,44441.0
C0959,20230923,18,2,四国,20250223,22106.0
C0533,20200724,28,1,中国,20250804,9309.0
C0494,20220617,20,2,四国,20250211,19809.0
C0899,20210829,29,1,中国,20251215,44559.0
C0082,20211030,21,2,九州,20250818,-4307.0
C0856,20240529,67,1,東北,20250818,28937.0
C0879,20220809,22,1,中部,20250701,24233.0
C1546,20231112,57,2,中国,20250521,3623.0
C0923,20201002,50,1,四国,20251015,35550.0
C0012,20221122,54,1,九州,20251205,41624.0
C1287,20200516,51,2,中部,20251203,4174.0
C1681,20241206,52,2,中部,20251118,6352.0
C0449,20201031,37,1,四国,20250323,47196.0
C1216,20231201,75,1,四国,20250616,530.0
C0762,20200119,22,2,九州,20251130,-8.0
C1138,20230719,72,2,四国,20250223,48076.0
C0026,20240913,43,2,北海道,20250314,18354.0
C1807,20210804,37,2,北海道,20250801,-1688.0
C1523,20200213,69,1,中国,20250620,40833.0
C0508,20210617,55,1,近畿,20250927,-682.0
C1569,20200412,54,1,東北,20250807,41827.0
C0062,20240908,31,1,東北,20250516,29456.0
C0229,20241204,26,1,中部,20250204,-4533.0
C1839,20230427,72,2,四国,20250526,22192.0
C0607,20200223,45,1,近畿,20250702,37305.0
C1059,20230429,43,2,関東,20250319,30190.0
C1729,20200312,39,2,近畿,20251104,18663.0
C1480,20230622,32,2,北海道,20250910,26246.0
C1612,20230203,45,2,近畿,20251124,48659.0
C0891,20230611,67,1,中部,20250824,42372.0
C1526,20200524,59,1,中国,20251118,32489.0
C0761,20210117,54,2,近畿,20251203,49523.0
C0595,20220314,26,2,四国,20250318,36971.0
C1049,20240618,25,1,近畿,20250314,35309.0
C1593,20221024,32,2,中部,20250127,37637.0
C1056,20240822,66,1,四国,20250207,23273.0
C1855,20200901,63,2,北海道,20250911,42553.0
C1036,20201210,51,2,北海道,20250327,24473.0
C1343,20200528,38,1,東北,20251223,8679.0
C1869,20241010,62,1,関東,20251225,22445.0
C1628,20240406,58,1,関東,20250131,40310.0
C0001,20200519,64,1,近畿,20250724,12870.0
C1459,20210824,79,2,四国,20250712,42229.0
C1862,20201206,75,2,近畿,20250818,20992.0
C1160,20220428,24,2,四国,20250630,24433.0
C1220,20220803,19,1,北海道,20250902,6038.0
C0133,20201010,47,1,北海道,20250209,20933.0
C0086,20210706,30,1,東北,20251125,40020.0
C1500,20231112,53,1,関東,20250606,24236.0
C1831,20210802,21,2,中国,20250617,4770.0
C1815,20210122,38,2,近畿,20250607,-1251.0
C1348,20241015,52,1,東北,20250510,39585.0
C1204,20220601,61,2,関東,20250323,30271.0
C0516,20200425,70,1,中国,20250605,2855.0
C1662,20230625,57,1,関東,20250624,41146.0
C0175,20241213,42,2,中国,20251015,39097.0
C0763,20211113,80,1,北海道,20250329,18439.0
C1045,20240531,46,2,近畿,20250412,25290.0
C0997,20230117,42,1,関東,20250905,6101.0
C1976,20201109,52,1,近畿,20250725,22240.0
C1129,20240206,72,2,関東,20250330,11783.0
C0578,20240413,56,2,中国,20251211,48534.0
C1467,20220212,24,2,関東,20251015,39917.0
C1799,20210617,73,1,中部,20251106,21809.0
C0049,20200117,40,2,近畿,20250406,42387.0
C0528,20241104,63,2,北海道,20250608,12923.0
C0145,20230101,42,2,関東,20250424,42753.0
C1364,20220607,63,2,中部,20250124,10026.0
C0762,20200119,22,2,九州,20250612,36196.0
C1879,20240629,66,2,四国,20251013,18569.0
C1378,20220521,25,1,関東,20251219,49062.0
C1099,20220204,43,2,東北,20250224,36887.0
C1826,20210811,62,1,中国,20250305,15893.0
C0929,20210717,70,2,四国,20250202,17435.0
C0794,20200707,37,2,中部,20250215,31892.0
C1602,20210830,22,1,九州,20250807,27399.0
C1661,20230614,42,1,四国,20251016,46547.0
C0319,20230904,68,1,中国,20250715,20236.0
C1111,20240707,66,1,四国,,22199.0
C1577,20211019,62,1,近畿,20251013,15334.0
C0698,20230705,53,2,関東,20250824,44143.0
C1890,20230503,34,1,北海道,20250320,28217.0
C1916,20231029,66,2,四国,20250402,44531.0
C0847,20200330,42,2,九州,20250406,10034.0
C1802,20220720,75,1,中国,20250816,26085.0
C0783,20240811,47,2,九州,20251013,4442.0
C0042,20201226,24,1,九州,20251228,7643.0
C1117,20210425,41,1,中国,20250823,30069.0
C1721,20230918,67,2,中国,20250412,2710.0
C1751,20230413,33,2,関東,20250909,33560.0
C1531,20201220,58,2,九州,20250520,37427.0
C0529,20241022,64,2,九州,20251119,2216.0
C1980,20200205,73,2,九州,20250523,6712.0
C1289,20220630,31,2,東北,20250828,-95.0
C1650,20230111,49,2,近畿,20250923,43534.0
C0292,20221004,41,1,東北,20251208,33767.0
C0969,20230818,50,2,近畿,20250302,22930.0
C1488,20210210,18,1,四国,20250123,26192.0
C1828,20210909,34,2,四国,20250111,18506.0
C1584,20200619,37,2,東北,20250116,44751.0
C1843,20230419,79,2,九州,20250218,2288.0
C0097,20220706,59,2,中国,20251202,39034.0
C1911,20220318,27,2,九州,20250619,25011.0
C1119,20230720,53,1,四国,20250429,10586.0
C1350,20210321,31,1,北海道,20250211,27400.0
C0074,20241220,43,2,中国,20250110,-3433.0
C1360,20230818,53,1,関東,20250218,42878.0
C1092,20201214,72,1,四国,20250922,43850.0
C0758,20200308,45,1,近畿,20250726,-3906.0
C1942,20210519,23,2,北海道,20250616,6135.0
C1101,20220131,32,1,東北,20250102,8508.0
C0208,20201203,37,2,中国,20250309,40113.0
C1908,20220216,74,1,四国,20251104,4684.0
C1790,20221119,70,2,中国,20250729,22247.0
C1245,20240422,79,1,近畿,20250519,1191.0
C1286,20220711,69,2,近畿,20250206,12842.0
C0410,20240814,75,2,四国,20250806,3046.0
C0331,20201109,53,1,東北,20251005,-66.0
C0344,20211023,58,2,中国,20250629,41806.0
C0989,20220404,25,2,北海道,20250105,-3646.0
C0771,20200729,64,1,東北,20250510,34241.0
C1844,20201014,41,1,関東,20250513,24816.0
C0074,20241220,43,2,中国,20250409,48046.0
C1661,20230614,42,1,四国,20250609,40562.0
C1724,20211003,68,2,東北,20250824,-2037.0
C0254,20220111,51,1,中部,20250527,22424.0
C0959,20230923,18,2,四国,20251225,9503.0
C1857,20230204,39,1,九州,20250425,-1958.0
C0820,20240805,80,1,四国,20250104,25241.0
C1771,20210909,44,1,近畿,20250328,34741.0
C0986,20220104,20,2,中部,20250215,2139.0
C1786,20220222,31,2,東北,20250324,6226.0
C0332,20220317,19,1,北海道,20250603,34698.0
C1422,20210828,32,1,中国,20251102,9762.0
C1369,20230209,69,1,四国,20251009,13116.0
C1608,20210915,55,1,北海道,20251123,33108.0
C0747,20241126,73,1,関東,20251015,111.0
C0836,20221202,31,2,中部,20250421,-1919.0
C1692,20240111,38,2,北海道,20250427,24815.0
C0455,20220331,76,1,九州,20250407,2802.0
C1930,20201201,63,1,東北,20251009,37230.0
C1139,20220605,38,2,九州,,43348.0
C0313,20201107,24,2,関東,20250329,49020.0
C1018,20230110,40,1,中国,20251103,12913.0
C0228,20241108,42,2,中部,20250328,12465.0
C0834,20210109,66,2,中部,20250126,2994.0
C0858,20230319,61,1,中国,20250131,-1469.0
C1269,20200908,61,1,九州,20250506,4343.0
C0818,20230707,19,1,関東,20250717,28484.0
C1550,20200824,72,2,関東,20251028,1229.0
C1018,20230110,40,1,中国,20250131,23775.0
C0528,20241104,63,2,北海道,20251113,21766.0
C0950,20231214,28,1,四国,20250820,NaN
C0427,20240302,28,1,中国,20250214,18168.0
C0042,20201226,24,1,九州,20251112,39789.0
C0465,20230515,42,2,近畿,20250708,39069.0
C1646,20230610,49,1,関東,20250221,31862.0
C0278,20200328,79,2,近畿,,16866.0
C0836,20221202,31,2,中部,20251128,49892.0
C0019,20240113,42,2,近畿,20251114,4524.0
C0066,20210121,61,2,北海道,20251119,17538.0
C0167,20230718,73,2,近畿,20250320,37809.0
C1609,20210110,64,2,近畿,20250218,16226.0
C1020,20241009,72,1,九州,20250818,3103.0
C0403,20240501,50,1,北海道,20251210,13402.0
C1936,20200112,37,2,中部,20250213,49203.0
C1846,20230307,47,1,四国,20251019,10090.0
C0409,20210215,28,2,関東,20250904,10915.0
C0112,20200914,46,1,四国,20250807,36477.0
C1298,20240314,19,1,北海道,20250122,29206.0
C1431,20210626,79,1,東北,20250510,48238.0
C1397,20200225,77,1,四国,20250107,16511.0
C0597,20240217,26,1,四国,20250929,46204.0
C0651,20220711,49,1,四国,20251216,10029.0
C1063,20200222,24,1,四国,20250213,25831.0
C0105,20210713,49,2,北海道,20250828,18531.0
C0324,20210627,49,2,九州,20250306,48520.0
C1817,20240320,57,2,九州,20250903,-483.0
C1983,20221111,33,2,東北,20250314,46464.0
C0992,20200629,23,2,九州,20250312,16961.0
C1438,20210705,50,1,東北,20250716,21835.0
C0429,20220127,49,1,近畿,20250708,22725.0
C0635,20231024,29,2,四国,20250607,20357.0
C0730,20210513,59,2,中部,20251126,38673.0
C0889,20200627,27,2,東北,20250125,-3756.0
C1085,20210121,61,2,関東,20251204,-2584.0
C1636,20240318,27,1,近畿,20250312,43061.0
C1331,20240203,41,2,中国,20251109,1490.0
C1378,20220521,25,1,関東,20250811,6683.0
C0393,20200424,29,2,関東,20250609,839.0
C0204,20230830,40,1,関東,20251102,19992.0
C0258,20230629,55,2,関東,20250316,42618.0
C0486,20230507,24,2,近畿,20250518,39938.0
C1541,20220318,50,1,東北,20250210,39735.0
C0446,20230716,33,1,北海道,20251030,32777.0
C1733,20220926,50,1,九州,20251130,45734.0
C1204,20220601,61,2,関東,20251105,42080.0
C1024,20221127,77,2,九州,20250116,3924.0
C0342,20210630,44,2,中国,20250708,10921.0
C0133,20201010,47,1,北海道,20250128,19260.0
C0443,20230729,46,1,近畿,20250612,23380.0
C1860,20220625,29,1,北海道,20251113,13811.0
C0253,20230426,76,2,北海道,20250224,721.0
C0265,20240812,23,1,中部,20251001,36191.0
C0093,20210101,79,2,中部,20251101,-70.0
C1686,20210208,56,1,関東,20250412,-647.0
C1435,20220615,33,2,中部,20250211,2832.0
C0138,20221027,73,1,中国,20250920,49527.0
C1232,20220327,39,2,北海道,20250620,44554.0
C1002,20220724,54,1,中国,20250727,17951.0
C1661,20230614,42,1,四国,20251111,49017.0
C1770,20210405,44,1,四国,20250218,NaN
C1597,20201014,45,2,関東,20250301,46389.0
C0307,20200309,59,2,北海道,20250106,2770.0
C0266,20210526,54,2,中部,20250528,20525.0
C0646,20211115,25,1,四国,20251014,11556.0
C0318,20200301,74,1,四国,20250730,10094.0
C1137,20240920,50,1,四国,20250530,2935.0
C0901,20241023,25,1,九州,20250326,-2325.0
C1402,20210807,60,1,九州,20250609,26280.0
C0454,20230131,20,2,北海道,20250216,6240.0
C0191,20221020,51,1,関東,20250611,-995.0
C1915,20231016,60,2,東北,20250604,1544.0
C1464,20210510,45,1,東北,20250818,12332.0
C1211,20210219,67,1,東北,20251027,21836.0
C0831,20231128,76,1,関東,20250607,9388.0
C1391,20200710,30,2,九州,20250610,42727.0
C1113,20210514,44,2,九州,20250904,-3306.0
C0187,20230208,62,2,近畿,20250225,16141.0
C0819,20200711,26,2,近畿,20250531,17666.0
C1970,20210913,61,1,四国,20251026,42521.0
C1021,20200719,33,1,中部,20250223,44294.0
C0132,20200125,18,1,東北,20250811,33769.0
C0872,20220409,38,2,中国,20250911,34420.0
C0635,20231024,29,2,四国,20250309,42753.0
C1584,20200619,37,2,東北,20250222,32349.0
C1824,20230816,77,2,関東,20250902,32855.0
C1400,20220519,49,1,中国,20250209,-3540.0
C0691,20240307,77,2,中国,20251208,31655.0
C0692,20241102,41,2,九州,20251217,42646.0
C1123,20200418,42,1,北海道,20250518,36252.0
C1866,20201101,53,2,北海道,20250923,4835.0
C1058,20210430,21,1,中部,20250518,43411.0
C1956,20240821,71,1,九州,20251019,5910.0
C0582,20230712,67,1,中国,20250729,12221.0
C0171,20200313,28,2,北海道,20250621,20613.0
C1390,20210726,45,1,九州,20250704,26353.0
C0784,20220218,58,2,近畿,20251026,33614.0
C1083,20240622,71,1,近畿,20250828,3463.0
C0181,20240225,37,1,中国,20250730,8336.0
C0019,20240113,42,2,近畿,20251229,21534.0
C1250,20240522,29,2,北海道,20250531,-2631.0
C1497,20240111,54,2,中部,20250504,20381.0
C1119,20230720,53,1,四国,20250218,41760.0
C0881,20200603,39,1,北海道,20250504,14558.0
C1321,20200414,59,2,北海道,20250309,17369.0
C1617,20231112,42,1,四国,20251224,28650.0
C0175,20241213,42,2,中国,20250819,25954.0
C1246,20230216,47,2,北海道,20251212,20407.0
C1639,20200316,29,1,中部,20250109,30939.0
C0054,20231206,69,2,四国,20250923,21767.0
C0695,20200413,68,2,北海道,20250505,-2960.0
C0863,20220912,62,2,関東,20251117,18116.0
C1427,20240915,52,1,近畿,20250422,21170.0
C1342,20231102,32,2,九州,20251124,1372.0
C1891,20200112,23,2,東北,20251126,17369.0
C0349,20200327,77,2,北海道,20250223,2562.0
C0443,20230729,46,1,近畿,20250330,39544.0
C0833,20230209,50,1,中国,20250405,900.0
C0580,20210805,63,2,関東,20251225,35733.0
C1564,20241204,22,2,関東,20250907,16700.0
C1810,20230920,71,2,四国,20251113,36233.0
C0282,20220402,20,2,中国,20250615,-4411.0
C0360,20240827,49,1,四国,20250815,63.0
C0915,20210508,43,2,四国,20250516,15017.0
C0823,20241015,43,2,東北,20250306,13374.0
C1655,20220602,32,2,中部,20250105,17899.0
C0892,20210409,35,1,関東,20250430,44008.0
C0953,20200205,79,1,中部,20250807,-3742.0
C1670,20240226,69,2,中部,20251231,8598.0
C0641,20211108,36,2,東北,20250212,-2134.0
C1032,20220630,38,2,関東,20250707,47890.0
C0563,20230509,50,1,北海道,20250126,44723.0
C0491,20220819,41,2,中国,20250924,36504.0
C0341,20200418,63,1,近畿,20250611,25132.0
C0472,20200125,44,2,北海道,20250821,48374.0
C1817,20240320,57,2,九州,20250510,24404.0
C1711,20200918,45,1,近畿,20250121,40472.0
C1719,20200316,69,2,近畿,20250508,-4363.0
C1728,20210813,30,1,中部,,19616.0
C0249,20210320,57,1,関東,20250314,32650.0
C0235,20210523,58,2,九州,20250821,10828.0
C1107,20210608,59,1,東北,20251209,48544.0
C1117,20210425,41,1,中国,20250416,21196.0
C1909,20210319,69,2,近畿,20250109,31440.0
C1418,20240108,67,1,北海道,20250429,40097.0
C0824,20241112,46,1,近畿,20250219,42735.0
C1292,20230803,40,1,北海道,20250110,27022.0
C1441,20210119,56,1,九州,20250423,27202.0
C0632,20211019,71,2,四国,20250923,23704.0
C1607,20221026,27,2,中部,20250319,20875.0
C0529,20241022,64,2,九州,20250205,18641.0
C1277,20210831,35,1,関東,20250721,32479.0
C1981,20240904,27,1,四国,20251108,8235.0
C0122,20211023,61,1,中国,20250428,17027.0
C0892,20210409,35,1,関東,20250709,27927.0
C0010,20220606,34,2,東北,20250830,37912.0
C1823,20220915,21,2,九州,20251020,42561.0
C1340,20240520,31,2,近畿,20250618,37691.0
C0838,20220218,59,1,北海道,20250818,22022.0
C1297,20210620,38,1,中国,20250217,938.0
C1330,20200519,47,1,中国,20250530,39122.0
C1829,20240618,72,2,九州,20251209,37692.0
C1234,20230212,75,1,関東,20250727,28348.0
C1982,20231214,33,2,関東,20250302,27209.0
C1754,20220714,61,1,近畿,20251127,32242.0
C0753,20211209,23,2,九州,20250427,4941.0
C0886,20240314,72,1,関東,20250827,2073.0
C0464,20231111,66,1,四国,20251221,37430.0
C0712,20230119,75,2,四国,20250217,32827.0
C0728,20240918,47,1,東北,20250902,41225.0
C0717,20201230,62,1,近畿,20251020,32096.0
C1949,20201116,52,2,近畿,20250105,45546.0
C1440,20200420,21,1,東北,20250410,-4079.0
C1240,20200929,64,1,四国,20250724,-2227.0
C0080,20230811,73,2,東北,20250629,-538.0
C1803,20220420,21,1,関東,20250117,15960.0
C0480,20210228,25,2,北海道,20250331,25268.0
C0902,20201231,42,2,東北,20250418,14818.0
C0891,20230611,67,1,中部,20250709,34501.0
C1571,20230222,30,2,中国,,39542.0
C1825,20241230,74,1,四国,20250906,37078.0
C0018,20200715,35,2,四国,20250908,-3135.0
C1189,20240213,20,1,中国,20250120,25706.0
C1549,20230731,28,1,中部,20251225,23887.0
C0202,20220803,71,2,中部,20250407,44876.0
C0741,20200423,79,1,四国,20250810,25511.0
C1370,20231019,20,2,,20250524,28479.0
C1390,20210726,45,1,九州,20250107,35478.0
C1472,20200312,79,2,九州,20251216,21401.0
C1537,20210201,19,1,北海道,20251118,23502.0
C0319,20230904,68,1,中国,20250925,49232.0
C0217,20230402,79,2,四国,20251023,41214.0
C1058,20210430,21,1,中部,20250101,8394.0
C1895,20220530,64,1,北海道,20250227,28158.0
C0266,20210526,54,2,中部,20250921,4262.0
C1664,20210509,31,1,中国,20250331,-513.0
C0724,20220219,43,1,四国,20250316,22341.0
C0775,20220920,20,2,四国,20251207,38388.0
C1848,20200712,36,2,北海道,20250918,8570.0
C1104,20210117,75,1,四国,20251009,24605.0
C1701,20221015,24,1,九州,20251207,1066.0
C0413,20240312,51,2,九州,20251125,32262.0
C1276,20220326,39,2,中国,20251223,21723.0
C1036,20201210,51,2,北海道,20250831,-1428.0
C0401,20240829,46,2,中国,20251118,7670.0
C1840,20210218,69,1,四国,20250429,22839.0
C0724,20220219,43,1,四国,20250216,43707.0
C0282,20220402,20,2,中国,20250617,44028.0
C1136,20240205,51,1,北海道,20251214,23401.0
C0723,20200909,52,2,近畿,20250127,5249.0
C1402,20210807,60,1,九州,20251023,-2689.0
C0751,20210529,19,2,中部,20250101,27011.0
C0268,20240917,65,2,近畿,20250623,38839.0
C1941,20210605,53,1,中国,20250616,34541.0
C0298,20200829,76,1,中国,20250118,34673.0
C1341,20211031,26,1,中国,20250401,-1358.0
C0570,20230830,50,1,中部,20251030,1338.0
C0509,20210601,65,2,関東,20250721,44114.0
C1974,20211104,45,2,関東,20250121,46761.0
C0546,20231208,34,2,北海道,20250605,4622.0
C0775,20220920,20,2,四国,20250114,43423.0
C0365,20231027,32,1,中国,20250120,37873.0
C0547,20230612,29,1,北海道,20250901,34008.0
C0271,20220210,22,2,中国,20250622,42565.0
C1985,20210930,48,2,四国,20250502,2806.0
C1498,20220123,62,2,中部,20250703,-4243.0
C0739,20210406,62,1,北海道,20251104,21710.0
C0537,20210727,77,2,近畿,20250309,16470.0
C1258,20201103,47,1,,20251020,1220.0
C0059,20240131,59,1,九州,20251204,37872.0
C1275,20200728,23,1,九州,20250608,21315.0
C1871,20231003,47,1,北海道,20250218,49754.0
C0086,20210706,30,1,東北,20250630,22793.0
C0763,20211113,80,1,北海道,20251022,9316.0
C0390,20210925,31,1,関東,20251214,37094.0
C1204,20220601,61,2,関東,20250521,17505.0
C0719,20240825,57,2,関東,20250118,23288.0
C0856,20240529,67,1,東北,20250520,3956.0
C0149,20220716,63,1,四国,,14109.0
C0583,20220613,32,2,北海道,20250830,47520.0
C0121,20230831,73,2,四国,20250918,-1503.0
C0765,20200314,57,1,四国,20250920,4864.0
C0605,20230716,25,1,,20250523,26510.0
C0256,20210223,77,1,東北,20250714,22981.0
C0766,20210726,29,1,中部,20250526,17026.0
C0864,20220714,69,2,東北,20251021,3774.0
C0800,20220606,54,1,九州,20250126,48918.0
C1333,20200327,47,1,近畿,20250228,41807.0
C0059,20240131,59,1,九州,20250221,16017.0
C1022,20210322,64,1,東北,20250529,-3179.0
C1093,20230702,39,2,東北,20250417,45337.0
C1470,20240329,39,1,近畿,20251114,40485.0
C0388,20210513,35,1,九州,20250228,13021.0
C1110,20220726,33,1,九州,20250915,5372.0
C0786,20241116,22,1,東北,20251008,36148.0
C1251,20241015,34,1,中部,,29514.0
C0593,20240518,76,1,関東,20250615,23402.0
C1650,20230111,49,2,近畿,20250125,797.0
C1208,20220512,25,2,関東,20250104,11283.0
C1816,20221209,71,1,北海道,20250103,35857.0
C1346,20231227,44,1,中部,20251228,46772.0
C0909,20220802,33,1,近畿,20250127,39905.0
C1342,20231102,32,2,九州,20251212,2597.0
C0566,20231023,50,2,中国,20250807,25320.0
C0399,20221031,29,2,近畿,20250213,26261.0
C1733,20220926,50,1,九州,20250731,1107.0
C0899,20210829,29,1,中国,20250221,20760.0
C1317,20230210,39,2,中部,20250602,30561.0
C0293,20220713,36,1,関東,20250721,6138.0
C0485,20241103,69,1,九州,20251117,30268.0
C1923,20240406,76,2,北海道,20250111,26608.0
C1471,20230616,22,1,九州,20250309,8138.0
C0803,20201003,66,1,関東,20250815,36129.0
C1716,20200826,46,2,四国,20250501,32693.0
C1916,20231029,66,2,四国,20251129,12464.0
C1436,20240102,33,2,四国,20250115,16248.0
C1532,20220310,34,2,中部,20250226,32221.0
C1758,20220827,21,1,九州,20251126,13632.0
C1810,20230920,71,2,四国,20250305,42547.0
C0890,20200730,47,1,関東,20250818,7100.0
C0244,20211010,51,1,東北,20250111,42930.0
C1444,20240222,54,1,近畿,20250501,-3675.0
C1953,20231202,53,1,九州,20250812,6369.0
C0960,20200614,29,1,四国,20250813,48025.0
C1178,20240913,55,2,中部,20250505,5340.0
C0816,20221223,67,1,東北,20250528,8408.0
C1448,20230920,46,2,東北,20250816,45840.0
C0273,20200912,34,2,中部,20250130,14369.0
C1960,20230801,77,1,中部,20250110,13460.0
C1671,20230830,47,2,近畿,20250223,21105.0
C1849,20201111,48,1,北海道,20250705,26384.0
